,Song,Artist,artist_trunc,search_term,lyrics_raw
919,I'm So Into You,SWV,SWV,I'm So Into You SWV,"[Verse 1/ Coko]
Boy there you go
You're tellin me that you love me
But boy you know
That you belong to another girl who loves you

[Pre-Hook Coko,Taj & Lee Lee!]
You are!
So fine, so fine, so fine!
(so fine)
Blow my mind!
(You blow my mind)
Things you do!
With the things you do to me
She sees!
She's not blind
She's not blind
(She's not blind)
Things you do! things you do for for me
(Things you do for me, but I know!)

[Hook]
I'm so into you
I don't know what I'm gonna do (dont know what to do)
Boy you got me so confused (I'm so confused)
I don't know what I'm gonna do

[Verse 2/Coko]
Friends ask how could
I give myself to one who belongs to someone else
They just don't know
Your love's so good
That they would want for themselves

[Pre-Hook/Hook]

You're not, you're not mine
You're not, you're not mine
You're not, you're not mine

You're not
Ooh, what am I supposed to do

[Hook & Coko ad libs until the song ends]"
920,Love Is,Vanessa Williams and Brian McKnight,Vanessa Williams,Love Is Vanessa Williams,"[Verse 1: Vanessa Williams]
They say it's a river that circles the earth
A beam of light shining to the edge of the universe
It conquers all
It changes everything

[Verse 2: Vanessa Williams]
They say it's a blessing
They say it's a gift
They say it's a miracle, and I believe that it is
It conquers all
But it's a mystery

[Chorus 1: Vanessa Williams]
Love breaks your heart
Love takes no less than everything
Love makes it hard
And fades away so easily

[Verse 3: Brian McKnight]
In this world we've created
In this place that we live
In a blink of an eye, baby, the darkness slips in
Love lights the world
Unites the lovers for eternity

[Chorus 2: Brian McKnight]
Love breaks the chain
Love aches for every one of us
Love takes the tears and the pain
And turns it into the beauty that remains

[Bridge: Vanessa Williams and Brian McKnight]
Look at this place
It was paradise, but now it's dying
I'll pray for love
I'll take my chances that it's not too late

[Chorus 1: Vanessa Williams and Brian McKnight]
Love breaks your heart
Love takes no less than everything
Love makes it hard
And it fades away so easily

[Chorus 2: Vanessa Williams and Brian McKnight]
Love breaks the chain
Love aches for every one of us
Love takes the tears and the pain
And turns it into the beauty that remains"
921,Runaway Train,Soul Asylum,Soul Asylum,Runaway Train Soul Asylum,"Call you up in the middle of the night
Like a firefly without a light
You were there like a blowtorch burning
I was a key that could use a little turning

So tired that I couldn't even sleep
So many secrets I couldn't keep
Promised myself I wouldn't weep
One more promise I couldn't keep

It seems no one can help me now
I'm in too deep
There's no way out
This time I have really led myself astray

Runaway train never going back
Wrong way on a one-way track
Seems like I should be getting somewhere
Somehow I'm neither here nor there

Can you help me remember how to smile?
Make it somehow all seem worthwhile
How on earth did I get so jaded?
Life's mystery seems so faded

I can go where no one else can go
I know what no one else knows
Here I am, just drowning in the rain
With a ticket for a runaway train

And everything seems cut and dry
Day and night
Earth and sky
Somehow I just don't believe it

Runaway train never going back
Wrong way on a one-way track
Seems like I should be getting somewhere
Somehow I'm neither here nor there

Bought a ticket for a runaway train
Like a madman laughing at the rain
A little out of touch, a little insane
It's just easier than dealing with the pain

Runaway train never going back
Wrong way on a one-way track
Seems like I should be getting somewhere
Somehow I'm neither here nor there

Runaway train never coming back
Runaway train tearing up the track
Runaway train burning in my veins
Runaway but it always seems the same"
922,I'll Never Get Over You (Getting Over Me),Expose,Expose,I'll Never Get Over You (Getting Over Me) Expose,"I hear you're taking the town again
Having a good time
With all your good time friends
I don't think that you think of me
You're on your own now
And I'm alone and free
I know that I should get on with my life
But a life lived without you could never be right

As long as the stars shine down from the heavens
Long as the rivers run to the sea
I'll never get over you gettin' over me

I try to smile so the hurt won't show
Tell everybody
That I was glad to see you go
But the tears just won't go away (won't go away)
Lonliness found me
Looks like it's here to stay
I know that I ought to find someone new
But all I find is myself always thinkin' of you

As long as the stars shine down from the heavens
Long as the rivers run to the sea
I'll never get over you gettin' over me

Oh... No matter what I do
Each night's a lifetime to live through
I can't go on like this. (I need your touch)
You're the only one I ever loved... oh

And as long as the stars shine down from the heavens
Long as the rivers run to the sea
I'll never get over you gettin' over me
I'll never get over you gettin over
Never get over you... gettin over
I'll never get over you gettin' over me"
923,Ditty,Paperboy,Paperboy,Ditty Paperboy,"Yo, this is how I'm comin' for the nine deuce
Another phat, phat track, so Rhythm D, pour the orange juice
And let's relax while sippin' on 'gnac because it's like that
I'm cautious of hoes, so Paperboy wears prophylactic
I wear a jimmy for the skinny that's in the long trench
Front row seats, so yo I know she's on the nine inch
Just to get a piece of the green, but she's an undertaker
Not knowin' the paper is a 'round the world heart-breaker
Many say I front, but yo, had to have a break down
Playin' you fools, so now you know why my belly's round
Takin' the rap back up and scoopin' up crowds just like a steel shovel
Not from the ghetto, but yo, take me to another level
Let the beat ride, but hold on to your woman, G
'Cause now that I'm rich so many women wanna do me
It make a man say 'damn'
I'm finally taxin' more than your homey Sam
But let me speak to the weak, I mean the rookies
My time is held up, extremely for cookies
Just let me clock this grip in ninety-two
And you don't bother me and I sure 'nuff won't bother you
And uh, you just watch a brother flowin' like Niagara
Think before you step, because these lyrics just might stag ya
Although I'm labeled with the black fade
It's gold D's on my four and gold 'lex, 'cause I got it made
I broke the veto once again because I had to
And just like Jody Watley, baby girl, I can have you
Just let me work this track, and yo, any way is OK
Your place or mine, all night until the next day, huh

[Chorus]
Do the Ditty if you want to
Because then I can see if I want you
Just do the Ditty-Ditty if you want to
Because then I can see if I want you
Just do the Ditty-Ditty if you want to
Because then I can see if I want you
Just do the Ditty-Ditty if you want to
Because then I can see if I want you

Now here we go from the top, second verse of the same song
With the conclusion, hoes should be happy for the ding-dong
And since a man clock a grip, G
It's like every nigga that I see be like, 'Do you remember me?'
A hustler, and it's known with more hoes than Lego
Keep 'em chunky like Prego, so niggas leggo my Eggo
I have a tendency to flow, start off with my own groove
And pick up the mic, and all of a sudden, I see high movin'
Guess it's like magic, and Paperboy is the magician
If I was a vacuum I'd be suckin' up competition
Let it ride again, and yo, believe I got my own thing
Straight Bahama hoes so miss me with a chick from Soul Train
And I'm a break my note, just to show up tokin'
So hide his eyes when I scoop him, 'cause we bud smokin'
A black man tryin' to make it and that ain't no fair
But just like BeBe and CeCe, I'll take you there, huh

[Chorus]
Do the Ditty if you want to
Because then I can see if I want you
Just do the Ditty-Ditty if you want to
Because then I can see if I want you
Just do the Ditty-Ditty if you want to
Because then I can see if I want you
Just do the Ditty-Ditty if you want to
Because then I can see if I want you

Now here we go, uh, let's take a trip to another land
Clock a grip, come back and watch the hoes tan
Jump in the Lex-o, and roll out to my cabin
Believe me my brother, more hoes than you can imagine
All on the ding-a-ling, just because the gold rings
But I'm like 'What's up with ya? You ain't heard a damn thing'
Make sure you got the jim hats, strapped for protection
Because to me, my life is more than my erection
And give me a hand, if you a fan, it ain't over yet
'Cause doin' the Ditty with Paperboy makes the ocean sweat
Kick the kind of style that knock the funk off of Fritos
Make you man jealous while hoes cheese like Doritos
It ain't my fault, I lay the pipe with concern-and
I ain't from Mount Vernon, but a brother's money-earnin'
And don't disagree and then jock, that's a pity
Just bob your head for Paperboy and the Ditty
Yeah

[Chorus]
Do the Ditty if you want to
Because then I can see if I want you
To do the Ditty-Ditty if you want to
Because then I can see if I want you
Just do the Ditty-Ditty if you want to
Because then I can see if I want you
Just do the Ditty if you want to
Because then I can see if I want you
To do the Ditty-Ditty if you want to
Because then I can see if I want you
Just do the Ditty if you want to
Because then I can see if I want you"
924,Rhythm Is a Dancer,Snap!,Snap!,Rhythm Is a Dancer Snap!,"[Hook]
Rhythm is a dancer
It's a soul's companion
You can feel it everywhere
Lift your hands and voices
Free your mind and join us
You can feel it in the air

[Bridge]
Ooh, it's a passion
Ooh, you can feel it in the air
Ooh, it's a passion, ooh

[Hook]
Rhythm is a dancer
It's a soul's companion
You can feel it everywhere
Lift your hands and voices
Free your mind and join us
You can feel it in the air

[Bridge]
Ooh, it's a passion
Ooh, you can feel it in the air
Ooh, it's a passion, ooh

[Cuts]
Rhythm
You can feelt it (You can feelt it)
Rhythm
Rhythm is a dancer
Rhythm
You can feel it (You can feel it)
Rhythm
Rhythm is a dancer

[Part 1: Turbo B]
Let the rhythm ride
You guide you sneak inside
You set your mind to
Move to its pulsation
Bass vibrations synth sensation
Pause is not a place in mind
And body must be free to
Please take it all in
Nothing to lose everything to
Win but it controls you
Holds you molds you back to older
New touch it taste it free
Your soul and let it face you Is
Got to be what you wanna
If the groove don't get you the rifle's gonna
I'm serious as cancer
When I say rhythm is a dancer

[Hook]
Rhythm is a dancer
It's a soul's companion
You can feel it everywhere
Lift your hands and voices
Free your mind and join us
You can feel it in the air"
925,The River of Dreams,Billy Joel,Billy Joel,The River of Dreams Billy Joel,"In the middle of the night
I go walking in my sleep
From the mountains of faith
To a river so deep
I must be looking for something
Something sacred I lost
But the river is wide
And it's too hard to cross

And even though I know the river is wide
I walk down every evening and I stand on the shore
And try to cross to the opposite side
So I can finally find out what I've been looking for

In the middle of the night
I go walking in my sleep
Through the valley of fear
To a river so deep
And I've been searching for something
Taken out of my soul
Something I would never lose
Something somebody stole

I don't know why I go walking at night
But now I'm tired and I don't want to walk anymore
I hope it doesn't take the rest of my life
Until I find what it is that I've been looking for

In the middle of the night
I go walking in my sleep
Through the jungle of doubt
To a river so deep
I know I'm searching for something
Something so undefined
That it can only be seen
By the eyes of the blind

In the middle of the night

I'm not sure about a life after this
God knows I've never been a spiritual man
Baptized by the fire, I wade into the river
That runs to the promised land

In the middle of the night
I go walking in my sleep
Through the desert of truth
To the river so deep
We all end in the ocean
We all start in the streams
We're all carried along
By the river of dreams

In the middle of the night

(Gloria, it's not Marie...)"
926,I'm Gonna Be (500 Miles),The Proclaimers,The Proclaimers,I'm Gonna Be (500 Miles) The Proclaimers,"[Verse 1]
When I wake up, well, I know I'm gonna be
I'm gonna be the man who wakes up next to you
When I go out, yeah, I know I'm gonna be
I'm gonna be the man who goes along with you
If I get drunk, well, I know I'm gonna be
I'm gonna be the man who gets drunk next to you
And if I haver, yeah, I know I'm gonna be
I'm gonna be the man who's haverin' to you

[Chorus]
But I would walk five hundred miles
And I would walk five hundred more
Just to be the man who walked a thousand miles
To fall down at your door

[Verse 2]
When I'm workin', yes, I know I'm gonna be
I'm gonna be the man who's workin' hard for you
And when the money comes in for the work I do
I'll pass almost every penny on to you
When I come home, yeah, I know I'm gonna be
I'm gonna be the man who comes back home to you
And if I grow old, well, I know I'm gonna be
I'm gonna be the man who's growin' old with you

[Chorus]
But I would walk five hundred miles
And I would walk five hundred more
Just to be the man who walked a thousand miles
To fall down at your door

[Verse 3]
When I'm lonely, well, I know I'm gonna be
I'm gonna be the man whose lonely without you
When I'm dreamin', well, I know I'm gonna dream
Dream about the time when I'm with you
When I go out, well, I know I'm gonna be
I'm gonna be the man who goes along with you
And when I come home, yes, I know I'm gonna be
I'm gonna be the man who comes back home with you
I'm gonna be the man whose coming home with you

[Chorus]
But I would walk five hundred miles
And I would walk five hundred more
Just to be the man who walked a thousand miles
To fall down at your door
But I would walk five hundred miles
And I would walk five hundred more
Just to be the man who walked a thousand miles
To fall down at your door"
927,Two Princes,Spin Doctors,Spin Doctors,Two Princes Spin Doctors,"[Verse 1]
Yeah
One, two princes kneel before you
That's what I said now
Princes, princes who adore you
Just go ahead now
One has diamonds in his pockets
And that's some bread now
This one said he wants to buy you rockets
Ain't in his head now

[Verse 2]
This one, he got a princely racket
That's what I said now
Got some big seal upon his jacket
Ain't in his head now
You marry him, your father will condone you
How 'bout that now?
You marry me, your father will disown you
He'll eat his hat now

[Chorus]
Marry him, or marry me
I'm the one that loves you, baby, can't you see?
I ain't got no future or family tree
But I know what a prince and lover ought to be
I know what a prince and lover ought to be

[Verse 3]
Said
If you want to call me ""baby""
Just go ahead now
And if you like to tell me ""maybe""
Just go ahead now
And if you wanna buy me flowers
Just go ahead now
And if you would like to talk for hours
Just go ahead now

[Verse 1]
Said
One, two princes kneel before you
That's what I said now
Princes, princes who adore you
Just go ahead now
One has diamonds in his pockets
And that's some bread now
This one who wants to buy you rockets
Ain't in his head now

[Chorus]
Marry him, or marry me
I'm the one that loves you, baby, can't you see?
I ain't got no future or family tree
But I know what a prince and lover ought to be
I know what a prince and lover ought to be

[Bridge]
Said
If you want to call me ""baby""
Just go ahead now
And if you would like to tell me ""maybe""
Just go ahead now
And if you wanna buy me flowers
Just go ahead now
And if you would like to talk for hours
Just go ahead now

[Verse 3]
And if you want to call me ""baby""
Just go ahead now
And if you would like to tell me ""maybe""
Just go ahead now
And if you would like to buy me flowers
Just go ahead now
And if you would like to talk for hours
Just go ahead now

[Verse 3]
If you want to call me ""baby""
Just go ahead now
And if you like to tell me ""maybe""
Just go ahead now
And if you want to buy me flowers
Just go ahead now
And if you like to talk for hours
Just go ahead now

[Outro]
Oh oh, baby!
Just go ahead now
Oh oh!
Just, just go ahead now
Just go ahead now
Oh, your majesty!
Just go ahead now
Come on, forget the King and marry me!
Just go ahead now
Come on, come on, come on
Just go ahead now
Go ahead now, yeah
Just go ahead now
And if you want to buy me flowers
Just go ahead now
Yeah just go ahead now baby
Just go ahead now"
928,Right Here,SWV,SWV,Right Here SWV,"* Taje of SWV RAPS on this song
[Spoken Intro]
[Coko - SWV]
[Verse 1]
Lately, there's seem to be
Some insecurities
About the way I feel
Where I wanna be
But you know, it's with you
No one can do
The things you do
To me
Never to be mistaking
Long as it's love we're making
There'll be no hesitating
You and me
It always will be
And I won't leave
Your side
Cause you know (Love will be)

[Chorus: SWV]
Right here
Be right here
Right here
Be right here
Don't you have
No fear (No fear)
Have no fear
No tears (No tears)
Love is here

[Verse 2]
True love, some don't believe in
That's what just I'm givin'
I'm gonna keep it strong
I'll be holding on
To you
No one can do
Me like you do
It's true
Sure as the sun is shining
Our love will keep on climbing
There's gonna be some rain
Gonna be some pain
But as long as I know
Boy, time will show
Our love will grow
And I know (Love will be)

[Chorus: SWV]
Right here
Be right here (Be right here)
Right here
Be right here (you don't need to have)
No fear (No fear)
Have no fear
No tears
Love will be

Right here
Be right here
Right here
Be right here (you don't need to have no)
No fear (no fear)
Have no fear
No tears
Love is here

[Bridge: SWV]
Won't let go
You should know
This thing is real
No questions
Just listen to your heart and
Love will be right

[Rap Verse: Taj]
Baby, what's the problem, it seems like we're having trouble
You don't seem to understand
The life I lead ain't double
My heart belongs to you, and only you
And you know it's true
A phony imitation just won't do
Relax your mind, I'm not the kind who runs around and wastes no time
On the fine brothers that just don't compare
I'll be there, I swear, far and near, have no fear
I don't care
You can count on me, I'm right here

[Chorus]
Right here
Be right here (Right here)
Right here
Be right here (you don't need to have no)
No fear (No fear)
Have no fear
No tears (No tears)
Love is here

Right here
Be right here
Right here
Be right here
No fear
Have no fear
No tears
Love will be

[SWV]
Love's gonna be
Love's gonna be
Love's gonna be
Love's gonna be (Right here)
Love's gonna be
Love's gonna be
Be right here
No fear
Love's gonna be
Love's gonna be
Love's gonna be
Love's gonna be (No tears)
Love is here
Love's gonna be
Love's gonna be
Love's gonna be
Love's gonna be
Love's gonna be
Love's gonna be"
929,I Have Nothing,Whitney Houston,Whitney Houston,I Have Nothing Whitney Houston,"[Verse 1]
Share my life, take me for what I am
Because I'll never change all my colors for you
Take my love, I'll never ask for too much
Just all that you are and everything that you do

[Pre-Chorus]
I don't really need to look very much further
I don't wanna have to go where you don't follow
I won't hold it back again, this passion inside
I can't run from myself, there's nowhere to hide

[Chorus]
Don't make me close one more door
I don't wanna hurt anymore
Stay in my arms if you dare
Or must I imagine you there
Don't walk away from me
I have nothing, nothing, nothing
If I don't have you, you, you, you, you

[Verse 2]
You see through, right to the heart of me
You break down my walls with the strength of your love
I never knew love like I've known it with you
Will a memory survive, one I can hold on to

[Pre-Chorus]
I don't really need to look very much further
I don't wanna have to go where you don't follow
I won't hold it back again, this passion inside
I can't run from myself, there's nowhere to hide
Your love I'll remember forever

[Chorus]
Don't make me close one more door
I don't wanna hurt anymore
Stay in my arms if you dare
Or must I imagine you there
Don't walk away from me
I have nothing, nothing, nothing
Don't make me close one more door
I don't wanna hurt anymore
Stay in my arms if you dare
Or must I imagine you there
Don't walk away from me
Don't walk away from me

[Outro]
Don't you dare walk away from me
I have nothing, nothing, nothing
If I don't have you, you
If I don't have you, oh you"
930,Mr. Wendal,Arrested Development,Arrested Development,Mr. Wendal Arrested Development,"[Verse 1 - Arrested Development]
Here, have a dollar
In fact, no brotherman - here, have two
Two dollars means a snack for me
But it means a big deal to you
Be strong, serve God only
Know that if you do, beautiful heaven awaits
That's the poem I wrote for the first time
I saw a man with no clothes, no money, no plate
Mr.Wendal, that's his name
No one ever knew his name cause he's a no-one
Never thought twice about spending on a ol' bum
Until I had the chance to really get to know one
Now that I know him, to give him money isn't charity
He gives me some knowledge, I buy him some shoes
And to think blacks spend all that money on big colleges
Still most of y'all come out confused

[Hook - Arrested Development]
Go ahead, Mr.Wendal
Go ahead, Mr.Wendal

[Verse 2 - Arrested Development]
Mr.Wendal has freedom
A free that you and I think is dumb
Free to be without the worries of a quick to diss society
For Mr.Wendal's a bum
His only worries are sickness
And an occasional harassment by the police and their chase
Uncivilized we call him
But I just saw him eat off the food we waste
Civilization, are we really civilized, yes or no
Who are we to judge
When thousands of innocent men could be brutally enslaved
And killed over a racist grudge
Mr. Wendal has tried to warn us about our ways
But we don't hear him talk
Is it his fault when we've gone too far
And we got too far, cause on him we walk
Mr. Wendal, a man, a human in flesh
But not by law
I feed you dignity to stand with pride
Realize that all in all you stand tall

[Hook - Arrested Development]
Mr.Wendal
Lord, Mr.Wendal"
931,Have I Told You Lately,Rod Stewart,Rod Stewart,Have I Told You Lately Rod Stewart,"Have I told you lately that I love you
Have I told you there's no one else above you
You fill my heart with gladness
Take away all my sadness
Ease my troubles, that's what you do

For the morning sun and all it's glory
Greets the day with hope and comfort, too
You fill my heart with laughter
Somehow, you make it better
Ease my troubles, that's what you do

There's a love that's divine
And it's yours and it's mine
Like the sun
And at the end of the day
We should give thanks and pray
To the one, to the one

Have I told you lately that I love you
Have I told you there's no one else above you
You fill my heart with gladness
Take away all my sadness
Ease my troubles, that's what you do

There's a love that's divine
And it's yours and it's mine
Like the sun
And at the end of the day
We should give thanks and pray
To the one, to the one

Have I told you lately that I love you
Have I told you there's no one else above you
You fill my heart with gladness
Take away all my sadness
Ease my troubles, that's what you do

Take away my sadness, fill my life with gladness
Ease my troubles, that's what you do

Take away my sadness, fill my life with gladness
Ease my troubles, that's what you do"
932,Saving Forever for You,Shanice,Shanice,Saving Forever for You Shanice,error
933,Ordinary World,Duran Duran,Duran Duran,Ordinary World Duran Duran,"Came in from a rainy Thursday
On the avenue
Thought I heard you talking softly

I turned on the lights, the TV
And the radio
Still I can't escape the ghost of you

What has happened to it all?
Crazy, some'd say
Where is the life that I recognize?
Gone away

But I won't cry for yesterday
There's an ordinary world
Somehow I have to find
And as I try to make my way
To the ordinary world
I will learn to survive

Passion or coincidence
Once prompted you to say
""Pride will tear us both apart""
Well now pride's gone out the window
Cross the rooftops
Run away
Left me in the vacuum of my heart

What is happening to me?
Crazy, some'd say
Where is my friend when I need you most?
Gone away

But I won't cry for yesterday
There's an ordinary world
Somehow I have to find
And as I try to make my way
To the ordinary world
I will learn to survive

Papers in the roadside
Tell of suffering and greed
Here today, forgot tomorrow
Ooh, here besides the news
Of holy war and holy need
Ours is just a little sorrowed talk

And I don't cry for yesterday
There's an ordinary world
Somehow I have to find
And as I try to make my way
To the ordinary world
I will learn to survive

Every one
Is my world, I will learn to survive
Any one
Is my world, I will learn to survive
Any one
Is my world
Every one
Is my world"
934,If I Had No Loot,Tony! Toni! Tone!,Tony! Toni!,If I Had No Loot Tony! Toni!,"[Intro]
If the shoe fits
I want you to wear it and wear it good

[Verse 1]
Talking 'bout them times when I was by myself
I would always be looking for somebody else
But, as time went on, I had a talk with my mind
Friends like you and you I gotta leave behind

[Chorus]
And so, you call me your friend
But you only want my ends
And I'll never see you if I had no loot (I'll never see them)
I'm just glad I know the truth
And I'm paying my own bills
And I'll never ever depend on you

[Verse 2]
Friends and enemies around me every day
I can't believe half the things they say
Taking me for granted giving no credit at all
I'll just keep bouncing like a bouncing ball
Everybody seems to disappear on me
Can't trust no one as far, as I can see
If I could be that fly that's on the wall
Listening to my friends talk about it all

[Chorus]
You call me your friend
But you only want my ends
And I'll never see you if I had no loot (I'll never see them)
I'm just glad I know the truth
And I'm paying my own bills
And I'll never ever depend on you
Sons of Soul, y'all

[Guitar Solo]

I don't mean to step on nobody's foot, but ah -

[Verse 3]
When I need somebody there's nobody to call
When they need me, my phone rings off the wall
But these are my friends, and that's what they say
Constantly taking from me every day
You say...

[Chorus]
You call me your friend
But you only want my ends
And I'll never see you if I had no loot (I'll never see them)
I'm just glad I know the truth
And I'm paying my own bills
And I'll never ever depend on you
Sons of Soul, y'all

[Bridge]

[Chorus x2]
You call me your friend
But you only want my ends
And I'll never see you if I had no loot (I'll never see them)
I'm just glad I know the truth
And I'm paying my own bills
And I'll never ever depend on you"
935,I'd Do Anything for Love (But I Won't Do That),Meat Loaf,Meat Loaf,I'd Do Anything for Love (But I Won't Do That) Meat Loaf,error
936,Slam,Onyx,Onyx,Slam Onyx,"[Chorus: Onyx]
Slam, da duh duh, da duh duh
Let the boys be boys
Slam, da duh duh, da duh duh
Make noise b-boys

[Verse 1: Fredro Starr]
Well it’s another one, in the gutter one, ghetto running em
Troublesome, extra double dumb, I come to beat em
Defeat em and mistreat em, so what if that I’m cheating
Now everybody wanna sound grimey (yeah I know)
I’ma show ya how, come on, all in together now
Yeah oh yeah yeah that’s how it gotta be
So stop trying to be loud as me cause you can't do that
Think about it; playing Russian roulette with an automatic
I bet my ass against the line the last bullet’s first on line
Stab and step and repping and run, packing a weapon is wild
Peace to the brothers on Rikers Isle
Tough enough and trembling, blend in like a chameleon
Buck, bye tough guy, oh my god I’m so high
Cause they say I rhyme, they say I look like a gremlin
But what does it take to make a kid make a million children SLAM

[Chorus: Onyx]
Slam, da duh duh, da duh duh
Let the boys be boys
Slam, da duh duh, da duh duh
Make noise b-boys
Slam, da duh duh, da duh duh
Let the boys be boys
Slam, da duh duh, da duh duh
Make noise b-boys

[Verse 2: Suavé]
I’m the nitty, nasty, gritty smashing, never slow gassing
Strictly swift blast of the raspy-rasp fashion
That I provide, I abide the U.S.G
Besides the ghetto vibe, make me flip like Jekyll and Hyde
Of course, I come across with the pure for sure unadulterated uncut raw
Disgusted, busted, you wanna touch it, too hot
You forgot, you’re not ready, your head could get ruptured
Hit between the eyes, I plan to vandalize
I supply the static, I run with the bad guys
The villains, crooks, highlighters and the fighters
See the big black picture if you look inside of my mind
It’s graphic, expressed it drastic
So kill the copycat act kid, it’s all mastered
Directed it, when y'all least expected it
And thought it was safe, Onyx hit you in the face so SLAM

[Chorus: Onyx]
Slam, da duh duh, da duh duh
Let the boys be boys
Slam, da duh duh, da duh duh
Make noise b-boys
Slam, da duh duh, da duh duh
Let the boys be boys
Slam, da duh duh, da duh duh
Make noise b-boys

[Verse 3: Sticky Fingaz]
I’m a b-boy, standing in my b-boy stance
Hurry up and give me the microphone before I bust in my pants
The mad author of anguish, my language polluted
Onyx is heavyweight and still undisputed
You took the words right out my mouth now walk a mile in my shoes
I paid so many dues, I feel used and abused and I’m so confused
*hiccup* Excuse me, for example I’m an inspiration of a whole generation
And unless you got ten sticky fingers it’s an imitation
A figment of your imagination
Bu-bu-bu-but wait it gets worse
I’m not watered down so I’m dying of thirst
Coming through with a scam, foolproof plan
B-boys make some noise, and just, just SLAM

[Chorus: Onyx]
Slam, da duh duh, da duh duh
Let the boys be boys
Slam, da duh duh, da duh duh
Make noise b-boys
Slam, da duh duh, da duh duh
Let the boys be boys
Slam, da duh duh, da duh duh
Make noise b-boys

[Outro: Onyx]
Slam, da duh duh, da duh duh
Let the boys be boys
Slam, da duh duh, da duh duh
Make noise b-boys
Let the boys be boys
Slam, da duh duh, da duh duh
Make noise b-boys
Slam!"
937,Looking Through Patient Eyes,P.M. Dawn,P.M. Dawn,Looking Through Patient Eyes P.M. Dawn,error
938,I'm Every Woman,Whitney Houston,Whitney Houston,I'm Every Woman Whitney Houston,"[Verse 1]
Whatever you want
Whatever you need
Anything you want done baby
I do it naturally
Cause I'm every woman (Every woman)
It's all in me
It's all in me
Yeah

[Chorus]
I'm every woman
It's all in me
Anything you want done baby
I do it naturally

[Chorus]
I'm every woman
It's all in me
I can read your thoughts right now
Every one, from A to Z
Whoa whoa whoa
Whoa (oh) whoa (oh) whoa

[Verse 2]
I can cast a spell
See, but you can't tell
Mix a special groove
Put fire inside of you
Anytime you feel danger or fear
Then instantly
I will appear
Yeah oh

[Chorus]
I'm every woman
It's all in me
Anything you want done baby
I do it naturally
Whoa whoa whoa
Whoa whoa whoa

[Verse 3]
Oh, I can sense your needs
Like rain onto the seeds
I can make a rhyme of confusion in your mind
And when it comes down to some good old fashioned love
I got it, I got it
I got it, got it, baby baby

[Chorus]
I'm every woman
It's all in me
I can read your thoughts right now
Every one, from A to Z
Whoa whoa whoa
Whoa whoa whoa

[Outro]
I ain't bragging
Because I'm the one
Just ask me
Oh, it shall be done
And don't bother
To compare
I've got it"
939,Baby I'm Yours,Shai,Shai,Baby I'm Yours Shai,"[Verse 1]
Understand, girl
That my heart is in your hands
And I'm cautious of falling in love again
So please don't hurt me
I'm scared
Don't desert me
I'm afraid of being a fool
Again

[Chorus]
So baby, I'm yours
If you want me (and if you want my sweet love)
And baby, I'm yours
If you need me (la la la)
And loving you forever
If you want me (give me your love)
Baby, I'm yours
If you need me

[Verse 2]
Realize, girl
That my faith is kind of torn
Watch your step, girl, because my heart is weak and worn
So won't you please be careful
I'm fragile
I can't imagine the damage
I have to handle
If you hurt me one more time, please be mine

[Chorus]
So baby, I'm yours
If you want me (and if you want my sweet love)
And baby, I'm yours
If you need me (la la la)
And loving you forever
If you want me (give me your love)
Baby, I'm yours
If you need me

[Bridge 1]
Baby, I've been through a whole lot of relationships
Whole lot of broken promises
But now I'm ready for a real one, sweetheart
(Yes, I am)
You don't have to worry, baby
Don't you ever go away

[Bridge 2 (8x)]
Baby, I'm... baby, baby, I'm yours

[Chorus]
So baby, I'm yours
If you want me
And baby, I'm yours
If you need me
And loving you forever
If you want me
Baby, I'm yours
If you need me (I'm right here, baby)
So baby, I'm yours (I'll be right here)
If you want me (I'm the one that you need)
And baby, I'm yours (I'll be the one, you and me, baby)
If you need me
And loving you forever (I'll be right here)
If you want me (For you, girl)
Baby, I'm yours
If you need me
So baby, I'm yours (Baby, I'm... baby, baby, I'm yours)
If you want me (Baby, I'm... baby, baby, I'm yours)
And baby, I'm yours (Baby, I'm... baby, baby, I'm yours)
If you need me (Baby, I'm... baby, baby, I'm yours)
And loving you forever (Baby, I'm... baby, baby, I'm yours)
If you want me (Baby, I'm... baby, baby, I'm yours)
Baby, I'm yours (Baby, I'm... baby, baby, I'm yours)
If you need me (Baby, I'm... baby, baby, I'm yours)"
940,Come Undone,Duran Duran,Duran Duran,Come Undone Duran Duran,error
