,Song,Artist,artist_trunc,search_term,lyrics_raw
1524,Name,Goo Goo Dolls,Goo Goo,Name Goo Goo,"And even though the moment passed me by
I still can't turn away
With all the dreams you never thought you'd lose
Tossed along the way
Letters that you never meant to send
Get lost or thrown away

And now we're grown-up orphans
That never knew their names
We don't belong to no one
That's a shame
You could hide beside me
Maybe for a while
And I won't tell no one your name
And I won't tell 'em your name

Scars are souvenirs you never lose
The past is never far
Did you lose yourself somewhere out there?
Did you get to be a star?
And don't it make you sad to know that life
Is more than who we are?

You grew up way too fast
And now there's nothing to believe
And reruns all become our history
A tired song keeps playing on a tired radio
And I won't tell no one your name
And I won't tell 'em your name

I won't tell 'em your name
I won't tell 'em your name

I think about you all the time
But I don't need the same
It's lonely where you are
Come back down
And I won't tell 'em your name"
1525,Who Will Save Your Soul,Jewel,Jewel,Who Will Save Your Soul Jewel,"People living their lives for you on TV
They say they're better than you and you agree
He says
""Hold my calls from behind those cold brick walls""

Says come here boys, there's nothing for free
Another doctor's bill
A lawyer's bill
Another cute cheap thrill
You know you love him if you put him in your will, but...

Who will save your soul
When it comes to the flowers?
Who will save your soul
After those lies that you told, boy?
And who will save your soul if you won't save your own?
La da de da de da la da da

We try to hustle them
Try to bustle them
Try to cuss them
The cops want someone to bust down on Orleans Avenue

Another day
Another dollar
Another war
Another tower went up
Where the homeless had their homes

So we pray to as many different gods
As there are flowers
But we call religion our friend
We're so worried about saving our souls
Afraid that God will take His toll that we forget to begin but...

Who will save your soul
When it comes to the flowers?
Who will save your soul
After those lies that you told, boy?
And who will save your soul if you won't save your own?
La da de da de da la da da

Some are walking
Some are talking
Some are stalking their kill
You got social security
But that don't pay your bills
There are addictions to feed and there are mouths to pay

So you bargain with the Devil
But you're okay for today say
That you love them, take their money and run

Say it's been swell, sweetheart
But it was just one of those things
Those flings
Those strings you've got to cut
So get out on the streets, girls and bust your butts

Who will save..
Save your soul when it comes to the babies now?
Oh, who will save your soul
After those lies that you told, boy?
And who will save...
Save your soul if you won't save your own?"
1526,Where Do You Go,No Mercy,No Mercy,Where Do You Go No Mercy,"Where do you go, my lovely
Where do you go
I wanna know, my lovely, I wanna know

Where do you go, oh oh eh oh
I wanna know, oh oh eh oh
Where do you go, oh oh eh oh...
I wanna know...

You leave without a word, no message, no number
And now my head is pounding like rolling thunder
You left me with a heartache deep inside
Girl you should see me cry all night, and I wonder

Everybody says, what a shame, what is wrong
They don't like the game we play
Heard you're hanging round every night until dawn
I'm waiting for you night and day

Where do you go, my lovely
Where do you go
I wanna know, my lovely, I wanna know

Where do you go, oh oh eh oh
I wanna know, oh oh eh oh
Where do you go, oh oh eh oh...
I wanna know...

You gotta break the silence, don't keep me waiting
Just like a river flowing to the sea
You are running back to me
Come back and save me

Where do you go, My Lovely
I wanna know

Where do you go, oh oh oh...
Where do you go, oh oh oh...
I wanna know

Na na na na nida, na na nida da da dee da
Na na na na nida, na na nida da da dee da

Where do you, where do you go?...
Where do you, where do you go?...

Save me...

Come back and dry the tears, I cried for you baby
You've gotta stop this heartache deep inside
You've gotta help me make it through the night safely
Come back and save me

Where do you go, my lovely
Where do you go
I wanna know, my lovely, I wanna know
Where do you go, my lovely
Where do you go...
I wanna know...

Na na na na nida, na na nida da da dee da
Na na na na nida, na na nida da da dee da

Where do you, where do you go..."
1527,I Can't Sleep Baby (If I),R. Kelly,R. Kelly,I Can't Sleep Baby (If I) R. Kelly,"[Verse 1]
Girl I must have been crazy to say that it was over
I had to be a fool to yell out we were through
And now I'm all alone and feeling down and out baby
When I never meant for this to end
It was so, so crazy of me
Sometimes we say things that we really don't mean
Well I'm sorry baby
Bring your loving back to me

[Hook]
I can't sleep babe
I can't think babe
I can't live babe
Without you in my life
I can't go on babe
This is my song baby
Don't wanna do nothing if I, go away baby
And I can't do nothing if you're, not around

[Verse 2]
Though I must admit that things got out of hand
When you told me that he was just a friend
I should've had my trust in you
From the very start darling
Cause I never meant for this to end
How can we get it back again?
Oh sometimes a man can say things
That he really don't mean
Well I'm sorry baby
Bring your loving back to me

[Hook]

[Bridge]
Baby, can we meet somewhere and talk about it?
Oh baby, can we work it out?
I'm not gonna let you go my baby
Before I let you know that

[Hook to fade]"
1528,Counting Blue Cars,Dishwalla,Dishwalla,Counting Blue Cars Dishwalla,"[Verse 1]
Must have been mid afternoon
I could tell by how far the child's shadow stretched out
And he walked with a purpose in his sneakers down the street
He had many questions like children often do

[Chorus]
We said, tell me all your thoughts on God
Tell me am I very far?

[Verse 2]
Must have been late afternoon
On our way the sun broke free of the clouds
We count only blue cars, skip the cracks in the street
And ask many questions like children often do

[Chorus]
We said, tell me all your thoughts on God
Cause I would really like to meet her
And ask her why we're who we are
Tell me all your thoughts on God
Cause I am on my way to see her
So tell me am I very far, am I very far now?

[Verse 3]
It's getting cold picked up the pace
How our shoes make hard noises in this place
Our clothes are stained
We pass many cross-eyed people
And ask many questions like children often do

[Chorus]
Tell me all your thoughts on God
Cause I would really like to meet her
And ask her why we're who we are
Tell me all your thoughts on God
Cause I am on my way to see her
So tell me am I very far
Am I very far now, am I very far now, am I very far now?
Tell me all your thoughts on God"
1529,"You Learn"" / ""You Oughta Know",Alanis Morissette,Alanis Morissette,"You Learn"" / ""You Oughta Know Alanis Morissette",error
1530,One of Us,Joan Osborne,Joan Osborne,One of Us Joan Osborne,"[Verse 1]
If god had a name, what would it be?
And would you call it to his face
If you were faced with Him in all His glory?
What would you ask if you had just one question?

[Pre-Chorus]
And yeah, yeah, God is great
Yeah, yeah, God is good
Yeah, yeah, yeah, yeah, yeah

[Chorus]
What if god was one of us
Just a slob like one of us
Just a stranger on the bus trying to make his way home?

[Verse 2]
If God had a face, what would it look like?
And would you want to see
If seeing meant that you would have to believe
In things like heaven and in Jesus and the saints
And all the prophets?

[Pre-Chorus]
And yeah, yeah, God is great
Yeah, yeah, God is good
Yeah, yeah, yeah, yeah, yeah

[Chorus]
What if god was one of us
Just a slob like one of us
Just a stranger on the bus trying to make his way home?

[Bridge]
Just trying to make his way home
Back up to heaven all alone
Nobody calling on the phone
'cept for the Pope maybe in Rome

[Pre-Chorus]
Yeah, yeah, God is great
Yeah, yeah, God is good
Yeah, yeah, yeah, yeah, yeah

[Chorus]
What if god was one of us
Just a slob like one of us
Just a stranger on the bus trying to make his way home
Just trying to make his way home, just like a holy rolling stone?
Back up to heaven all alone, just trying to make his way home

[Outro]
Nobody calling on the phone
'Cept for the Pope maybe in Rome"
1531,Wonder,Natalie Merchant,Natalie Merchant,Wonder Natalie Merchant,"[Verse 1]
Doctors have come from distant cities
Just to see me
Stand over my bed
Disbelieving what they're seeing
They say I must be one of the wonders
Of God's own creation
And as far as they can see they can offer
No explanation
Newspapers ask intimate questions
Want confessions
They reach into my head
To steal the glory of my story
They say I must be one of the wonders
Of god's own creation
And as far as they can see they can offer
No explanation

[Chorus]
Oh, I believe
Fate smiled and destiny
Laughed as she came to my cradle
Know this child will be able
Laughed as my body she lifted
Know this child will be gifted
With love, with patience and with faith
She'll make her way

[Verse 2]
People see me
I'm a challenge to your balance
I'm over your heads
How I confound you and astound you
To know I must be one of the wonders
Of God's own creation
And as far as you can see you can offer me
No explanation

[Chorus]
Oh, I believe
Fate smiled and destiny
Laughed as she came to my cradle
Know this child will be able
Laughed as she came to my mother
Know this child will not suffer
Laughed as my body she lifted
Know this child will be gifted
With love, with patience and with faith
She'll make her way"
1532,Not Gon' Cry,Mary J. Blige,Mary J.,Not Gon' Cry Mary J.,"[Verse 1]
While all the time that I was loving you
You were busy loving yourself
I would stop breathing if you told me to
Now you're busy loving someone else
Eleven years out of my life
Besides the kids I have nothing to show
Wasted my years, a fool of a wife
I should have left your ass a long time ago

[Chorus]
Well, I'm not gon' cry
I'm not gon' cry
I'm not gon' shed no tears
No, I'm not gon' cry
It's not the time
'Cause you're not worth my tears (Can't do it)
Well, I'm not gon' cry (I said I can't do it)
I'm not gon' cry
I'm not gon' shed no tears (You were never worth my tears)
No, I'm not gon' cry
It's not the time
'Cause you're not worth my tears

[Verse 2]
I was your lover and your secretary
Working every day of the week
Was at the job when no one else was there
Helping you get on your feet
Eleven years I've sacrificed
And you can leave me at the drop of a dime
Swallowed my fears, stood by your side
I should have left your ass a thousand times

[Chorus]
Well, I'm not gon' cry
I'm not gon' cry
I'm not gon' shed no tears (I deserve better)
No, I'm not gon' cry
It's not the time
'Cause you're not worth my tears
(Never gonna shed a tear, no)
Well, I'm not gon' cry (I said I can't do it)
I'm not gon' cry
I'm not gon' shed no tears (I'm not gonna cry no more)
No, I'm not gon' cry (No, no, no, no)
It's not the time
'Cause you're not worth my tears

[Bridge]
I know there are no guarantees (Guarantees)
In love you take your chances (Don't take chances)
But somehow it seems unfair to me (So unfair)
Look at the circumstances
Through sickness and health, 'til death do us part
Those were the words that we said from our hearts
So now when you say that you're leaving me
I don't get that part

[Verse 3]
I was your lover and your secretary
Working every day of the week
Was at the job when no one else was there
Helping you get on your feet
Eleven years I've sacrificed
And you can leave me at the drop of a dime
Swallowed my fears, stood by your side
I should have left your ass a thousand times

[Chorus]
Well, I'm not gon' cry (Again, and again, and again)
I'm not gon' cry
(I said I should've been gone, gone, gone, gone)
I'm not gon' shed no tears
No, I'm not gon' cry (I'm not gonna cry)
It's not the time (It's not worth the time)
'Cause you're not worth my tears
Well, I'm not gon' cry
(I'm not gonna shed a tear 'cause you lied)
I'm not gon' cry
I'm not gon' shed no tears (I'm not gonna cry)
No, I'm not gon' cry (I said I can't do it)
It's not the time
'Cause you're not worth my tears
(You were never worth my tears)

Well, I'm not gon' cry (No, I'm not gonna cry)
I'm not gon' cry
I'm not gon' shed no tears (All the tears I cried)
No, I'm not gon' cry
It's not the time (I'm not gonna shed a tear)
'Cause you're not worth my tears (But you're wrong)
Well, I'm not gon' cry (But you're wrong)
I'm not gon' cry (You're wrong)
I'm not gon' shed no tears (I'm not gonna shed a tear)
No, I'm not gon' cry
It's not the time
'Cause you're not worth my tears"
1533,Gangsta's Paradise,Coolio featuring L.V.,Coolio featuring,Gangsta's Paradise Coolio featuring,"[Recording Info]

[Verse 1: Coolio]
As I walk through the valley of the shadow of death
I take a look at my life and realize there's nothin' left
‘Cause I've been blastin' and laughin' so long
That even my momma thinks that my mind is gone
But I ain't never crossed a man that didn't deserve it
Me be treated like a punk, you know that's unheard of
You better watch how you talkin' and where you walkin'
Or you and your homies might be lined in chalk
I really hate to trip, but I gotta loc
As they croak, I see myself in the pistol smoke
Fool, I'm the kinda G that little homies wanna be like
On my knees in the night, sayin' prayers in the street light

[Hook 1: LV]
Keep spending most our lives
Livin' in a gangsta's paradise
Been spending most their lives
Livin' in a gangsta's paradise
We keep spending most our lives
Livin' in a gangsta's paradise
We keep spending most our lives
Livin' in a gangsta's paradise

[Verse 2: Coolio]
Look at the situation they got me facin'
I can't live a normal life, I was raised by the street
So I gotta be down with the hood team
Too much television watching, got me chasing dreams
I'm a educated fool with money on my mind
Got my ten in my hand and a gleam in my eye
I'm a loc'd out gangsta, set trippin' banger
And my homies are down, so don't arouse my anger
Fool, death ain't nothin' but a heart beat away
I'm livin' life do or die, what can I say?
I'm 23 now but will I live to see 24?
The way things is going I don't know

[Hook 2: LV]
Tell me why are we so blind to see
That the ones we hurt are you and me?

[Hook 1]
Keep spending most our lives
Livin' in a gangsta's paradise
Been spending most their lives
Livin' in a gangsta's paradise
We keep spending most our lives
Livin' in a gangsta's paradise
We keep spending most our lives
Livin' in a gangsta's paradise

[Verse 3: Coolio]
Power and the money, money and the power
Minute after minute, hour after hour
Everybody's running, but half of them ain't lookin'
It's going on in the kitchen, but I don't know what's cookin'
They say I gotta learn, but nobody's here to teach me
If they can't understand it, how can they reach me?
I guess they can't, I guess they won't
I guess they front; that's why I know my life is out of luck, fool!

[Hook 1]
Keep spending most our lives
Livin' in a gangsta's paradise
Been spending most their lives
Livin' in a gangsta's paradise
We keep spending most our lives
Livin' in a gangsta's paradise
We keep spending most our lives
Livin' in a gangsta's paradise

[Hook 2]
Tell me why are we so blind to see
That the ones we hurt are you and me?
Tell me why are we so blind to see
That the ones we hurt are you and me?"
1534,Only You,112 featuring The Notorious B.I.G. and Mase,112 featuring,Only You 112 featuring,"[112]
Oh I need to know where we stand
Do we share this special thing called love
I know I do, what about you
I just can't get enough of the time
I need you in my life
Where do we go
What do I do
I can't live without your love
Thinkin' of you, makes me feel
Like I am the only one for you
Girl I want to be with you
No one else, only you
Why can't we just make it happen
Baby, I need you in my life
Every time I'm with you
Never want it to come to an end
Always make me so happy
You'll always have a place in my heart
I need you in my life
Where do I go
What do I do
Cause I can't live without your love
Thinkin' of you, makes me feel
Like I am the only one for you!


[Notorious B. I. G.]
Je-sus the notorious just
Please us with your lyrical thesis
We just chillin,milk em,top billin
Silk and pure linen, me and little Ceas
Malibu sea breeze, Dom P's, palm trees
Cats lay low like Pablo in milked out diablos ( That's right)
The Williest, bitches be the silliest
The more I smoke, the smaller the phillie gets
Room 112 where the players dwell
And stash more cash than Bert Padell, inhale
Inhale make you feel godd like Tony Toni Tone (feels good)
Dig up in your middle like Monie (yes)
Don't know but your settin up to blow me (yes)
Try to style, Fly up north with a homey (Yes)
Escada, Don Dada, player, stay splurging
Game so tight they call it virgin (Yes)




[112 with Slim ad libs until the song fades away]
Where do we go
What must I do
If I can't live without your love
Thinkin' of you, makes me feel, baby
Like I am the only one for you
Girl I want to be with you
No one else, only you
Why can't we just make it happen
Baby, I need you in my life"
1535,Down Low (Nobody Has to Know),R. Kelly featuring The Isley Brothers,R. Kelly,Down Low (Nobody Has to Know) R. Kelly,"[Verse 1]
Heaven only knows where you've been
But I don't really need to know
I know where you're gonna go
On my heart, where you're resting your head
And you just look so beautiful
It's like you were an angel

[Pre Chorus]
Can I stop the flow of time?
Can I swim in your divine?
Cause I don't think I'd ever leave this place

[Chorus]
Oh, turn the lights turn the lights down low
Yeah, now I'm feeling you breathing slow, oh
'Cause, baby, we're just reckless kids
Trying to find an island in the flood
Oh, turn the lights, turn the lights down low, oh

[Verse 2]
Under heavy skies in the rain
You're dancing in your bare feet
Just like we're in a movie
Grab my hand and we're chasing the train
Catch you looking back at me
Running through a cloud of steam

[Pre Chorus]
Can I stop the flow of time?
Can I swim in your divine?
Cause I don't think I'd ever leave this place

[Chorus]
Oh, turn the lights turn the lights down low
Yeah, now I'm feeling you breathing slow, oh
'Cause, baby, we're just reckless kids
Trying to find an island in the flood
Oh, turn the lights, turn the lights down low, oh

[Bridge]
And I will give you everything baby
But can you feel this energy? Take it
You can have the best of me baby
And I will give you anything
Can you feel this energy? Take it
You can have the best of me baby

[Chorus]
Oh, turn the lights turn the lights down low
Yeah, now I'm feeling you breathing slow, oh
Oh, turn the lights turn the lights down low
Yeah, now I'm feeling you breathing slow, oh
'Cause, baby, we're just reckless kids
Trying to find an island in the flood
Oh, turn the lights, turn the lights down low, oh"
1536,You're the One,SWV,SWV,You're the One SWV,"[Spoken]
You're the one for me

[Intro]
(You're the one for me)
You're the one
(You can call on me)
Oh, yes
(Is all I want us to be)
Oh, yeah
(You're the one for me)

[Verse 1]
I know that you're somebody else's guy
But these feelings that I have for you
I can't deny
She doesn't treat you the way you want her to
So come on
Stop running
I wanna get with you

[Hook]
(What your girl don't know
Won't hurt her
Anything to make this love go further)

[Chorus]
You're the one
(You're the one for me)
When in need
(You can call on me)
When in love
(Is all I want us to be)
Cause you're the one
(You're the one for me)

[Verse 2]
This can be an undercover romance
Cause I feel that I'm the type of girl
You should give a chance
Taste and see
(Taste and see)
How good it can be
(How good it can be)
Cause you don't have to worry, baby
(What your girl don't know won't hurt her)
Won't hurt her
(Anything to make this love go further)

[Chorus]
You're the one
(You're the one for me)
When in need
(You can call on me)
When in love
(Is all I want us to be)
Cause you're the one
(You're the one for me)
Yeah, yeah, you're the one
(You're the one for me)
When in need
(You can call on me)
When in love
(Is all I want us to be)
Cause you're the one
(You're the one for me)

[Bridge]
So what's my chance
(I'm willing to do anything to get)
In your pants
(You don't have to worry, I won't)
Say a thing
(And if she finds out, I don't)
Know nothing, oh no
(No, no)

[Chorus]
You're the one
(You're the one for me)
When in need
(You can call on me)
When in love
(Is all I want us to be)
Cause you're the one
(You're the one for me)
(You're the one for me
When in love you need
You're the one for me
When in love you need)
You're the one
(You're the one for me)
When in need
(You can call on me)
When in love
(Cause all I want us to be)
Cause you're the one
(You're the one for me)
You're the one
(You're the one for me)
When in need
(You can call on me)
When in love
(Is all I want us to be)
Cause you're the one
(You're the one for me)
(You're the one for me
You can call on me
Is all I want us to be
You're the one for me
You're the one for me)"
1537,Sweet Dreams,La Bouche,La Bouche,Sweet Dreams La Bouche,"Sweet dreams of rhythm and dancing
Sweet dreams of passion through the night
Sweet dreams are taking over
Sweet dreams of dancing through the night

I wanna get into motion
A better devotion
So I can make it through the night
So the music is playin'
You know what I'm saying
Now everything will be alright

Sweet dreams of rhythm and dancing
Sweet dreams of passion through the night
Sweet dreams are taking over
Sweet dreams of dancing through the night
Ola ola e, ola ola e
Ola ola e, ola ola e

Rhythm is a creation a better sensation
That will lead you through the night
When your body is movin' the music is groovin
I want to take you home tonight

Keep dancin' hard
Give this groove more feeling
Dance trance dance more dealing
In out up down all around
On the dance floor gettin' down
Take time just to show them who
We can make your body move
Totally, yes the party's started
Sweet dreams keep comin' harder

Sweet dreams of rhythm and dancing
Sweet dreams of passion through the night
Sweet dreams are taking over
Sweet dreams of dancing through the night
Ola ola e, ola ola e
Ola ola e, ola ola e"
1538,"Before You Walk Out of My Life"" / ""Like This and Like That",Monica,Monica,"Before You Walk Out of My Life"" / ""Like This and Like That Monica",error
1539,Breakfast at Tiffany's,Deep Blue Something,Deep Blue,Breakfast at Tiffany's Deep Blue,"[Verse 1]
You say that we've got nothing in common
No common ground to start from
And we're falling apart
You'll say the world has come between us
Our lives have come between us
But I know you just don't care

[Hook]
And I said ""What about Breakfast at Tiffany's?""
She said, ""I think I remember that film
And as I recall, I think we both kinda liked it.""
And I said ""Well, that's one thing we've got.""

[Verse 2]
I see you - the only one who knew me
And now your eyes see through me
I guess I was wrong
So what now? It's plain to see we're over
And I hate when things are over -
When so much is left undone

[Hook]
And I said ""What about Breakfast at Tiffany's?""
She said, ""I think I remember that film
And as I recall, I think we both kinda liked it.""
And I said ""Well, that's one thing we've got.""

[Verse 1]
You say that we've got nothing in common
No common ground to start from
And we're falling apart
You'll say the world has come between us
Our lives have come between us
Still I know you just don't care

[Hook]
And I said ""What about Breakfast at Tiffany's?""
She said, ""I think I remember that film
And as I recall, I think we both kinda liked it.""
And I said ""Well, that's one thing we've got.""
And I said ""What about Breakfast at Tiffany's?""
She said, ""I think I remember that film
And as I recall, I think we both kinda liked it.""
And I said ""Well, that's one thing we've got.""
And I said ""What about Breakfast at Tiffany's?""
She said, ""I think I remember that film
And as I recall, I think we both kinda liked it.""
And I said ""Well, that's one thing we've got."""
1540,"1, 2, 3, 4 (Sumpin' New)",Coolio,Coolio,"1, 2, 3, 4 (Sumpin' New) Coolio","[Hook]
1 2 3 4 get your woman on the floor
Gotta Gotta get up to get down
Gotta Gotta get up to get down

[Verse 1]
What up everybody, so glad you're here
It's Coolio wit' the flow back in your ear
This ain't a fantastic voyage, but I'm still on a mission
To see if I can get your attention

Now I wanst to drop some information
Just a little additive to your education
I live my life by the code of the funk
600 watt amps, 18's in the trunk

When I'm on the street, you gotta feel my beat, so
Throw your hands up if you're down with the C
Double O, L, I, O with the flow
I'm lookin' for the party, so let a nigga know

1 2 3, it's like A B C
If hip hop didn't pay, I'd rap for free
Slide, slide, but that's that past
I got sumpin' brand new for that ass

[Hook]

[Verse 2]
If you got beef, then nigga eat a pork chop
Once I get it goin', you know it don't stop
I break like anti-locks, panties drop
From hood to hood, block to block

Help, I need somebody
To get it goin' on in this party
Baby you can do it, take your time do it right
We can drink some yak and do it all damn night

My name ain't Wanda, but I'll rock your world
Get more bounce than a jheri curl
Too many looky loos be lookin' for clues
There's a party goin' on, now whatcha gonna do, so

Grab your partner, do se do
If you don't know who it is, it's Coolio
Slide, slide, but that's the past
I got sumpin' brand new for that ass

[Hook]

Rhyme 3:
Push, push, in the bush
But don't step on my toes cuz you might get smushed
It's the brother from around the way
And what I say I been comin' on three like Dr. Dre

Comin' at 'em with pattern an' a fresh pair of atoms
I hope you don't trip cuz I don't want to have to gat 'em
So move your body baby, drive the homeys crazy
The way you shake that ass, always amaze me

Ain't no party like a west coast party
Cuz a west coast party don't stop
So when you see a young nigga
In a Chevy hittin' switches, then you gotta give the nigga his props

I got size in my rise and the motion for your ocean
Coolio got the potion to kick the party open
Slide, slide, but that's the past
I got sumpin' brand new for that ass

[Hook extended] fade out"
1541,The World I Know,Collective Soul,Collective Soul,The World I Know Collective Soul,"[Verse 1]
Has our conscious shown?
Has the sweet breeze blown?
Has all kindness gone?
Hope still lingers on
I drink myself of new found pity
Sitting alone in New York City
And I don't know why

[Verse 2]
Are we listening?
Hymns of offering
Have we eyes to see?
Love is gathering
All the words that I've been reading
Have now started the act of bleeding
Into one
Into one

[Verse 3]
So I walk up on high
And I step to the edge
To see my world below
And I laugh at myself
While the tears roll down
Cause it's the world I know
It's the world I know

I drink myself of newfound pity
Sitting alone in New York City
And I don't know why, don't know why

[Verse 3]
So I walk up on high
And I step to the edge
To see my world below
And I laugh at myself
While the tears roll down
'Cause it's the world I know
Oh it's the world I know
So I walk up on high
And I step to the edge
To see my world below
And I laugh at myself
While the tears roll down
'Cause it's the world I know
Oh it's the world I know"
1542,No Diggity,Blackstreet featuring Dr. Dre,Blackstreet featuring,No Diggity Blackstreet featuring,"[Intro]
No diggity!
You know what
I like the playettes
No diggity, no doubt
Play on playette, play on playette
Yo Dre, drop the verse

[Verse 1: Dr. Dre]
It's going down, fade to Blackstreet
The homies got at me, collab' creations, bump like acne
No doubt, I put it down, never slouch
As long as my credit can vouch, a dog couldn't catch me ass out
Tell me who can stop when Dre makin' moves
Attracting honeys like a magnet
Giving 'em eargasms with my mellow accent
Still moving this flavor
With the homies Blackstreet and Teddy
The original rump shakers

[Verse 2: Teddy Riley]
Shorty get down, good Lord
Baby got 'em open all over town
Strictly biz, she don't play around
Cover much grounds, got game by the pound
Getting paid is her forte
Each and every day, true player way
I can't get her out of my mind (wow)
I think about the girl all the time (wow wow)
East side to the west side
Pushin' phat rides, it's no surprise
She got tricks in the stash, stacking up the cash
Fast when it comes to the gas
By no means average
She's on when she's got to have it
Baby, you're a perfect ten, I wanna get in
Can I get down so I can win?

[Refrain]
I like the way you work it
No diggity, I got to bag it up, bag it up
I like the way you work it
No diggity, I got to bag it up, bag it up, girl
I like the way you work it
No diggity, I got to bag it up, bag it up
I like the way you work it
No diggity, I got to bag it up, get up

[Verse 3: Blackstreet]
She's got class and style
Street knowledge by the pound
Baby never act wild, very low key on the profile
Catchin' feelings is a no
Let me tell you how it goes
Herb's the word, spin's the verb
Lovers it curves so freak what you heard
Rollin' with the phatness
You don't even know what the half is
You gotta pay to play
Just for shorty, bang-bang, to look your way
I like the way you work it
Trump tight all day, every day
You're blowing my mind, maybe in time
Baby, I can get you in my ride

[Refrain]
I like the way you work it
No diggity, I got to bag it up, bag it up
I like the way you work it
No diggity, I got to bag it up, oh yeah
I like the way you work it
No diggity, I got to bag it up, bag it up, babe
I like the way you work it
No diggity, I got to bag it up, get up

[Break]
Hey yo, hey yo, hey yo, hey yo (Hey yo, that girl looks good)
Hey yo, hey yo, hey yo, hey yo (Play on, play on, play on)
Hey yo, hey yo, hey yo, hey yo (You're my kind of girl)
Hey yo, hey yo, hey yo, hey yo (Hey yo)

[Verse 4: Queen Pen]
'Cause that's my peeps and we rolls deep
Flyin' first class from New York City to Blackstreet
What you know about me? Not a motherfuckin' thing
Cartier wooden frames sported by my shorty
As for me, icy gleaming pinky diamond ring
We be's the baddest clique up on the scene
Ain't you getting bored with these fake ass broads
I shows and proves, no doubt, how predictably so
Please excuse, if I come across rude, that's just me
And that's how the playette's got to be
Stay kickin' game with a capital G
Ask the peoples on my block, I'm as real as can be
Word is bond, faking moves never been my thing
So, Teddy, pass the word to your nigga Chauncy
I be sending the call, let's say around 3:30
Queen Pen and Blackstreet, it's no diggity

[Refrain]
No diggity, no doubt baby
I like the way you work it
No diggity, I got to bag it up (Girl, you got it going on)
I like the way you work it
No diggity, I got to bag it up
(Hey yo, hey yo, hey yo, hey yo) I like the way you work it
No diggity, I got to bag it up
(Hey yo, hey yo, hey yo, hey yo) I like the way you work it
No diggity, I got to bag it up

[Outro]
Yeah, come on
Maggie in full effect
Lisa in full effect (right)
Biggie in full effect (uh huh)
Tamika in full effect (yeah)
Blaze in full effect (right)
Ain't nothin' goin' on but the rent (no doubt)

Yeah, play on, playette
(Play on, playette)
Play on (play on) play on (play on)
'Cause I like it (right)
No diggity, no doubt

(Blackstreet productions)
We out, we out (right)
We out, we out"
1543,Anything,3T,3T,Anything 3T,"[Intro]
I'll give you love
The things you want
Ohhh... Ahh...
I would do anything for you
I would do anything for you
I would do anything, girl, anything for you...

[Verse 1]
Sitting at home another lonely night
Wish you were here so I can hold you tight
Pain in my heart because I'm all alone
Why did you leave
Why did your love have to gooo
And I would do anything for you
I would
Thinking of ways that I could win your heart
But I'm so confused, I don't know where to start
Visions of love forever in my mind
I wait for the day when I can say that love's mine
'Cause I would do anything for you
Yes, I would

[Chorus]
I'll give you love
The things you want
Baby, there's nothing in this world I wouldn't do
I would do anything for you
I would do anything for you
I would do anything, girl, anything for you

[Verse 2]
So what can I do to prove I need your love
What will it take because I won't give up
Open your heart and let your feelings show
'Cause deep down inside my heart just won't let you gooo
Girl, I would do anything for you
Yes, I would

[Chorus]
I'll give you love
The things you want
Baby, there's nothing in this world I wouldn't do
I would do anything for you
I would do anything for you
I would do anything, girl, anything for you

[Verse 3]
So if there ever comes a time
When it's true love you hope to find
Just call out my name
And girl, that's when I would do anything

I'll give you love
(I'll give you love oh, I'll give you love girl)
(I'll give you love oh, I'll give you love girl)
I would do anything for you
I would do anything for you
I would do anything, girl, anything for you

I'll give you love
The things you want..."
1544,1979,The Smashing Pumpkins,The Smashing,1979 The Smashing,error
