,Song,Artist,artist_trunc,search_term,lyrics_raw
158,Payphone,Maroon 5 featuring Wiz Khalifa,Maroon 5,Payphone Maroon 5,"[Intro]
I'm at a payphone trying to call home
All of my change, I spent on you
Where have the times gone
Baby, it's all wrong, where are the plans we made for two

[Verse 1: Adam Levine]
Yeah, I, I know it's hard to remember
The people we used to be
It's even harder to picture
That you're not here next to me
You say it's too late to make it
But is it too late to try?
And in that time that you wasted
All of our bridges burnt down

[Pre-Hook]
I've wasted my nights
You turned out the lights
Now I'm paralyzed
Still stuck in that time when we called it love
But even the sun sets in paradise

[Hook]
I'm at a payphone trying to call home
All of my change I spent on you
Where have the times gone? Baby, it's all wrong
Where are the plans we made for two?
If happy ever after did exist
I would still be holding you like this
All those fairytales are full of shit
One more fucking love song, I'll be sick

[Verse 2: Adam Levine]
You turned your back on tomorrow
Cause you forgot yesterday
I gave you my love to borrow
But you just gave it away
You can't expect me to be fine
I don't expect you to care
I know I said it before
But all of our bridges burnt down

[Pre-Hook]
I've wasted my nights
You turned out the lights
Now I'm paralyzed
Still stuck in that time when we called it love
But even the sun sets in paradise

[Hook]
I'm at a payphone trying to call home
All of my change I spent on you
Where have the times gone? Baby, it's all wrong
Where are the plans we made for two?
If happy ever after did exist
I would still be holding you like this
All those fairytales are full of shit
One more fucking love song, I'll be sick
Now, I'm at a payphone

[Verse 3: Wiz Khalifa]
Man, fuck that shit
I'll be out spending all this money
While you sitting around wondering
Why it wasn't you who came up from nothing
Made it from the bottom
Now when you see me I'm stuntin'
And all of my cars start with the push of a button
Telling me I changed since I blew up or whatever you call it
Switched the number to my phone so you never could call it
Don't need my name on my shirt, you can tell that I'm ballin'
Swish, what a shame, coulda got picked
Had a really good game but you missed your last shot
So you talk about who you see at the top
Or what you could've saw
But sad to say it's over for
Phantom pull up, valet open doors
Wished I'd go away, got what you was looking for
Now it's me who they want
So you can go take that little piece of shit with you

[Hook]
I'm at a payphone trying to call home
All of my change I spent on you
Where have the times gone? Baby, it's all wrong
Where are the plans we made for two?
If happy ever after did exist
I would still be holding you like this
All those fairytales are full of shit
One more fucking love song, I'll be sick
Now, I'm at a payphone"
159,Lean On,Major Lazer & DJ Snake featuring MO,Major Lazer,Lean On Major Lazer,"[Produced by Major Lazer and DJ Snake]

[Verse 1]
Do you recall, not long ago
We would walk on the sidewalk?
Innocent, remember?
All we did was care for each other

[Pre-Chorus 1]
But the night was warm
And we were bold and young
All around, the wind blows
We would only hold on to let go

[Chorus]
Blow a kiss, fire a gun
We need someone to lean on
Blow a kiss, fire a gun
All we need is somebody to lean on
Blow a kiss, fire a gun
We need someone to lean on
Blow a kiss, fire a gun
All we need is somebody to lean on

[Verse 2]
What will we do when we get old?
Will we walk down the same road?
Will you be there by my side?
Standing strong as the waves roll over

[Pre-Chorus 2]
When the nights are long
Longing for you to come home
All around, the wind blows
We would only hold on to let go

[Chorus]
Blow a kiss, fire a gun
We need someone to lean on
Blow a kiss, fire a gun
All we need is somebody to lean on
Blow a kiss, fire a gun
We need someone to lean on
Blow a kiss, fire a gun
All we need is somebody to lean on

[Bridge]
All we need is somebody to lean on
(We need someone to lean on)
All we need is somebody to lean on
Lean on, lean on, lean on, lean on...
Hey, hey, hey, hey
Hey, hey, hey, hey, hey, hey...

[Chorus]
Blow a kiss, fire a gun
We need someone to lean on
Blow a kiss, fire a gun
All we need is somebody to lean on
Blow a kiss, fire a gun
We need someone to lean on
Blow a kiss, fire a gun
All we need is somebody to lean on"
160,Somebody That I Used to Know,Gotye featuring Kimbra,Gotye featuring,Somebody That I Used to Know Gotye featuring,"[Verse 1: Gotye]
Now and then I think of when we were together
Like when you said you felt so happy you could die
Told myself that you were right for me
But felt so lonely in your company
But that was love and it's an ache I still remember

[Verse 2: Gotye]
You can get addicted to a certain kind of sadness
Like resignation to the end, always the end
So when we found that we could not make sense
Well, you said that we would still be friends
But I'll admit that I was glad it was over

[Chorus: Gotye]
But you didn't have to cut me off
Make out like it never happened and that we were nothing
And I don't even need your love
But you treat me like a stranger and that feels so rough
No, you didn't have to stoop so low
Have your friends collect your records and then change your number
I guess that I don't need that though
Now you're just somebody that I used to know
Now you're just somebody that I used to know
Now you're just somebody that I used to know

[Verse 3: Kimbra]
Now and then I think of all the times you screwed me over
But had me believing it was always something that I'd done
But I don't wanna live that way
Reading into every word you say
You said that you could let it go
And I wouldn't catch you hung up on somebody that you used to know

[Chorus: Gotye]
But you didn't have to cut me off
Make out like it never happened and that we were nothing
And I don't even need your love
But you treat me like a stranger and that feels so rough
And you didn't have to stoop so low
Have your friends collect your records and then change your number
I guess that I don't need that though
Now you're just somebody that I used to know

[Outro: Gotye]
Somebody
(I used to know)
Somebody
(Now you're just somebody that I used to know)
Somebody
(I used to know)
Somebody
(Now you're just somebody that I used to know)
(I used to know)
(That I used to know)
(I used to know)
Somebody"
161,Petit Papa Noel,Tino Rossi,Tino Rossi,Petit Papa Noel Tino Rossi,"[Couplet 1]
C'est la belle nuit de Noël
La neige étend son manteau blanc
Et les yeux levés vers le ciel
A genoux, les petits enfants
Avant de fermer les paupières
Font une dernière prière

[Refrain]
Petit Papa Noël
Quand tu descendras du ciel
Avec des jouets par milliers
N'oublie pas mon petit soulier
Mais, avant de partir
Il faudra bien te couvrir
Dehors tu vas avoir si froid
C'est un peu à cause de moi

[Couplet 2]
Il me tarde tant que le jour se lève
Pour voir si tu m'as apporté
Tous les beaux joujoux que je vois en rêve
Et que je t'ai commandés

[Refrain]
Petit Papa Noël
Quand tu descendras du ciel
Avec des jouets par milliers
N'oublie pas mon petit soulier
Mais, avant de partir
Il faudra bien te couvrir
Dehors tu vas avoir si froid
C'est un peu à cause de moi

[Couplet 3]
Le marchand de sable est passé
Les enfants vont faire dodo
Et tu vas pouvoir commencer
Avec ta hotte sur le dos
Au son des cloches des églises
Ta distribution de surprises
Et quand tu seras sur ton beau nuage
Viens d'abord sur notre maison
Je n'ai pas été tous les jours très sage
Mais j'en demande pardon

[Refrain]
Petit Papa Noël
Quand tu descendras du ciel
Avec des jouets par milliers
N'oublie pas mon petit soulier
Mais, avant de partir
Il faudra bien te couvrir
Dehors tu vas avoir si froid
C'est un peu à cause de moi

Petit Papa Noël"
162,She Loves You,The Beatles,The Beatles,She Loves You The Beatles,"[Chorus: Paul McCartney & John Lennon]
She loves you, yeah, yeah, yeah
She loves you, yeah, yeah, yeah
She loves you, yeah, yeah, yeah, yeah

[Verse 1: Paul McCartney & John Lennon]
You think you lost your love
Well, I saw her yesterday
It's you she's thinking of
And she told me what to say

[Refrain: Paul McCartney & John Lennon]
She says she loves you
And you know that can't be bad
Yes, she loves you
And you know you should be glad

[Verse 2: Paul McCartney & John Lennon]
She said you hurt her so
She almost lost her mind
But now she said she knows
You're not the hurting kind

[Refrain: Paul McCartney & John Lennon]
She says she loves you
And you know that can't be bad
Yes, she loves you
And you know you should be glad

[Chorus: Paul McCartney & John Lennon]
She loves you, yeah, yeah, yeah
She loves you, yeah, yeah, yeah
With a love like that
You know you should be glad

[Verse 3: Paul McCartney & John Lennon]
You know it's up to you
I think it's only fair
Pride can hurt you, too
Apologise to her

[Refrain: Paul McCartney & John Lennon]
Because she loves you
And you know that can't be bad
She loves you
And you know you should be glad

[Chorus: Paul McCartney & John Lennon]
[She loves you, yeah, yeah, yeah
She loves you, yeah, yeah, yeah
She loves you, yeah, yeah, yeah, yeah]

[Outro: Paul McCartney & John Lennon]
With a love like that
You know you should be glad
With a love like that
You know you should be glad
With a love like that
You know you should be glad
Yeah, yeah, yeah
Yeah, yeah, yeah, yeah!"
163,Dancing Queen,ABBA,ABBA,Dancing Queen ABBA,"[Intro]
You can dance, you can jive
Having the time of your life
See that girl, watch that scene
Digging the dancing queen

[Verse 1]
Friday night and the lights are low
Looking out for the place to go
Where they play the right music, getting in the swing
You come in to look for a king

Anybody could be that guy
Night is young and the music's high
With a bit of rock music, everything is fine
You're in the mood for a dance

And when you get the chance...

[Chorus]
You are the dancing queen
Young and sweet, only seventeen
Dancing queen
Feel the beat from the tambourine, oh yeah

You can dance, you can jive
Having the time of your life
Ooh, see that girl, watch that scene
Digging the dancing queen

[Verse 2]
You're a teaser, you turn them on
Leave them burning and then you're gone
Looking out for another, anyone will do
You're in the mood for a dance

And when you get the chance...

[Chorus]
You are the dancing queen
Young and sweet, only seventeen
Dancing queen
Feel the beat from the tambourine, oh yeah

You can dance, you can jive
Having the time of your life
Ooh, see that girl, watch that scene
Digging the dancing queen

[Outro]
Digging the Dancing Queen..."
164,"We Can Work It Out""/""Day Tripper",The Beatles,The Beatles,"We Can Work It Out""/""Day Tripper The Beatles",error
165,Get Back,The Beatles,The Beatles,Get Back The Beatles,"Sweet Loretta Fart she thought she was a cleaner, but she was a frying pan

[Verse 1]
Jojo was a man who thought he was a loner
But he knew it couldn't last
Jojo left his home in Tucson, Arizona
For some California grass

[Chorus]
Get back, get back
Get back to where you once belonged
Get back, get back
Get back to where you once belonged
Get back, Jojo
Go home

{Interlude}

[Chorus]
Get back, get back
Get back to where you once belonged
Get back, get back
Get back to where you once belonged
Get back, Jojo
Go home

[Electric Piano Solo]

Get back, Jo

[Verse 2]
Sweet Loretta Martin thought she was a woman
But she was another man
All the girls around her say she's got it coming
But she gets it while she can

[Chorus]
Get back, get back
Get back to where you once belonged
Get back, get back
Get back to where you once belonged
Get back, Jojo
Go home

[Verse 3]
Get back, Loretta
Your mama's waiting for you
Wearing her high-heel shoes
And her low-neck sweater
Get back home, Loretta

[Chorus]
Get back, get back
Get back to where you once belonged
Get back, get back
Get back to where you once belonged
Get back, Jojo
Go home

I'd like to say thank you on behalf of the group and ourselves, and I hope we passed the audition"
166,Lady Marmalade,"Christina Aguilera, Lil' Kim, Mya and Pink","Christina Aguilera,","Lady Marmalade Christina Aguilera,","[Lil' Kim]
Where's all my soul sistas?
Lemme hear ya'll flow sistas

Hey sista, go sista, soul sista, flow sista
Hey sista, go sista, soul sista, go sista

[Mya]
He met Marmalade down in old Moulin Rouge
Struttin' her stuff on the street
She said, ""Hello, hey Joe!
You wanna give it a go?""
Oh! uh huh

[Hook]
Gichie, Gichie, ya ya dada (Hey hey hey)
Gichie, Gichie, ya ya here (here)
Mocha Chocalata ya ya (oh yea)
Creole Lady Marmalade

[Lil' Kim]
What What, What what

[Mya]
Ooh oh

Voulez vous coucher avec moi ce soir
Voulez vous coucher avec moi

[Lil' Kim]
Yea yea yea yea

[Pink]
He sat in her boudoir while she freshened up
Boy drank all that Magnolia wine
All her black satin sheets, suede's, dark greens
Yeah

[Hook]
Gichie, Gichie, ya ya dada (da-da-da)
Gichie, Gichie, ya ya here (here ohooh yea yeah)
Mocha Chocalata ya ya (yea yea)
Creole Lady Marmalade

Voulez vous coucher avec moi ce soir (ce soir, what what what)
Voulez vous coucher avec moi

[Lil' Kim]
Yea yea uh
We come through with the money and the garter belts
I let him know we bout that cake straight out the gate (uh)
We independent women, some mistake us for whores
I'm sayin'.. ""Why spend mine when I can spend yours?""
Disagree? Well that's you and I'm sorry
I'mma keep playing these cats out like Atari
Wear high heel shoes get love from the dudes
Four badass chicks from the Moulin Rouge
Hey sistas, soul sistas, betta get that dough sistas
We drink wine with diamonds in the glass
By the case the meaning of expensive taste
If you wanna Gichie, Gichie, ya ya
Mocha Chocalata what?
Creole Lady Marmalade
One more time C'mon now

Marmalade... Lady Marmalade... Marmalade...

[Christina]
Hey Hey Hey!
Touch of her skin feeling silky smooth
Color of cafe au lait alright
Made the savage beast inside roar until he cried
More-more-more

[Pink]
Now he's back home doin' 9 to 5 (9 to 5)
[Mya]
Livin the grey flannel life
[Christina]
But when he turns off to sleep memories creep
More-more-more

[Hook]
Gichie, Gichie, ya ya dada (da daeaea yea)
Gichie, Gichie, ya ya here (ooh)
Mocha Chocalata ya ya (yea)
Creole lady Marmalade

Voulez vous coucher avec moi ce soir (ce soir)
Voulez vous coucher avec moi (all my sistas yea)
Voulez vous coucher avec moi ce soir (ce soir)
Voulez vous coucher avec moi (C'Mon! uh)

[Missy]
Christina (oh Yeaeaa Oh)
Pink (Lady Marmalade)
Lil' Kim (Hey Hey uh uh uh uh)
Mya (Oh Oh oooo)
Rockwilder baby (baby)
Moulin Rouge (0h)
Misdemeanor here...

Creole Lady Marmalade Yes-ah"
167,Simon Says,1910 Fruitgum Company,1910 Fruitgum,Simon Says 1910 Fruitgum,"{Instrumental}

I'd like to play a game
That is so much fun
And it's not so very hard to do
The name of the game is Simple Simon says
And I would like for you to play it to

Put your hands in the air
Simple Simon says
Shake them all about
Simple Simon says
Do it when Simon says
Simple Simon says
And you will never be out

Simple Simon says
Put your hands on your hips
Let your back bone slip
Simon says

Simple Simon says
Put your hands on your hips
Let your back bone slip
Simon says

Put your hands on your head
Simple Simon says
Bring them down by your side
Simple Simon says
Shake them to your left
Simple Simon Says
Now shake them to your right

Put your hands on your head
Simple Simon says
Bring them down by your side
Simple Simon says
Shake them to your left
Simple Simon Says
Now shake them to your right

{Instrumental}

Now that you have learnt
To play this game with me
You can see its not so hard to do
Lets try it once again
This time more carefully
And I hope the winner will be you

Clap your hands in the air
Simple Simon says
Do it double time
Simple Simon says
Slow it down like before
Simple Simon says
Ah, your looking fine
Simple Simon says

Now clap them high in the air
Simple Simon says
Do it double time
Simple Simon says
Slow it down like before
Simple Simon says
Ah, you're looking fine"
